Date,Wal-mart,Target,McDonalds,IBM,Intel,Coca-Cola,"Pepsico, Inc.",Ford Motor Company,Toyota Motor Company,Apple,GE,Casey's General Stores,Amazon.com Inc.,Microsoft,Nike Inc.,"Under Armour, Inc.",Chipotle,Best Buy Inc.,Cheesecake Factory Inc.,Wendy's/Arby's Group,Starbuck's Inc.,Hertz Global Holdings Inc. (Rental Cars),Dollar Thrifty Automotive Group Inc.,Delta Airlines Inc.,Southwest Airlines Co.
8/27/2010,51,51.74,73.99,124.73,18.37,51.61,64.12,11.56,69.36,241.62,14.71,38.5,126.64,23.93,70.94,36.2,153.03,31.86,23.03,4.03,23.47,8.84,48.05,10.46,11.13
8/30/2010,50.55,50.8,72.74,123.4,17.96,49.6,63.6,11.35,68.25,242.5,14.52,37.9,123.79,23.64,70.36,34.95,148.84,31.46,22.52,3.99,23.43,8.58,47.73,10.37,10.99
8/31/2010,50.14,51.16,73.06,123.13,17.67,49.73,64.18,11.29,67.84,243.1,14.48,37.62,124.83,23.47,70,35.87,150.83,31.39,22.36,3.91,22.98,8.51,47.04,10.46,11.05
9/1/2010,51.2,52.24,74.54,125.77,18.14,50.93,64.89,11.61,68.83,250.33,15.01,38.65,132.49,23.9,72.13,36.74,159.41,32.66,23.7,4.12,23.68,9.09,47.49,10.68,11.5
9/2/2010,51.76,52.55,75.02,125.04,18.28,50.83,64.97,11.71,68.22,252.17,15.15,38.7,135.21,23.94,72.96,37.24,164.19,33.46,24.96,4.4,24.66,9.47,48.05,10.84,11.53
9/3/2010,52.04,52.83,75.09,127.58,18.43,50.9,65.57,12.07,69.71,258.77,15.39,38.9,138.79,24.29,74.25,38.35,163.51,34.37,25.75,4.34,25.07,9.72,48.35,11.05,11.57
9/7/2010,51.86,52.33,75.8,125.95,18.12,50.08,65.48,11.8,69.24,257.81,15.44,42.76,137.22,23.96,74.02,38.36,164.78,33.69,25.35,4.37,24.87,9.5,47.23,10.67,11.44
9/8/2010,51.83,52.49,76.08,126.08,17.9,50.79,65.43,11.8,69.12,262.92,15.7,43.13,139.14,23.93,74.14,38.96,166.05,33.54,25.95,4.36,24.78,9.76,47.81,10.69,11.51
9/9/2010,51.91,52.72,74.37,126.36,18,51.02,66.1,11.75,70.7,263.07,15.91,43.95,140.38,24.01,73.92,39.6,162.82,33.56,25.49,4.5,24.83,9.81,47.77,10.63,11.48
9/10/2010,51.97,53.06,75.01,127.99,17.97,51.48,66.41,11.79,70.6,263.41,15.98,43.51,142.44,23.85,73.75,39.89,166.01,33.88,25.69,4.69,25.4,10.05,48.01,10.54,11.52
9/13/2010,52.21,53.19,74.57,129.61,18.56,51.87,66.25,11.99,70.29,267.04,16.25,43.98,145.07,25.11,74.68,40.91,168.37,34.65,26.46,4.66,25.75,10.84,50.58,10.65,11.48
9/14/2010,52.66,53.75,73.94,128.85,18.74,51.63,65.98,11.98,69.8,268.06,16.16,44.24,145.75,25.03,75.27,42.21,168.52,36.73,26.52,4.55,25.78,10.76,50.8,11.18,11.5
9/15/2010,52.86,53.76,74.71,129.43,18.72,51.52,66.5,11.87,71.22,270.22,16.34,43.89,145.45,25.12,76.56,42.56,169.66,36.76,26.44,4.6,25.75,10.71,50.97,11.5,11.8
9/16/2010,53.15,53.96,74.8,129.67,18.97,50.55,66.61,12.44,71.73,276.57,16.23,43.3,148.13,25.33,76.64,44.07,167.03,36.92,25.9,4.49,25.73,10.94,50.66,11.58,11.95
9/17/2010,53.01,53.74,74.32,130.19,18.81,50.4,66.12,12.49,71.51,275.37,16.29,43.55,148.32,25.22,77.26,44.17,168.31,37.15,25.74,4.53,25.53,10.99,51,11.18,11.83
9/20/2010,53.54,54.6,75.11,131.79,18.93,51.49,66.89,12.57,72.18,283.23,16.55,43.53,151.3,25.43,78.37,45.23,170.13,38.32,26.44,4.45,26.28,11.16,50.77,11.55,12.17
9/21/2010,53.57,54.07,75.51,131.98,19.14,51.23,66.46,12.55,71.63,283.77,16.52,43.01,150.73,25.15,77.69,45.08,168.31,38.05,26.09,4.42,26.16,11.16,50.51,11.95,12.16
9/22/2010,53.82,54.1,75.13,132.57,19.01,51,66.66,12.38,71.55,287.75,16.5,42.83,151.83,24.61,77.31,44,165.74,38.3,25.83,4.33,25.93,10.87,51.37,11.42,12.08
9/23/2010,53.65,53.77,74.64,131.67,18.98,50.68,65.79,12.31,70.97,288.92,16.14,42.67,152.85,24.43,77.67,44.39,166.66,38.63,25.3,4.3,25.45,10.45,52.34,11.32,11.87
9/24/2010,54.08,55.05,75.1,134.11,19.42,51.47,66.13,12.56,73.06,292.32,16.66,42.87,160.73,24.78,79.57,44.92,173.19,39.6,26.3,4.4,26.13,11.16,51.03,11.7,12.28
9/27/2010,53.48,54.39,74.76,134.65,19.24,51.9,66.37,12.48,72.4,291.16,16.43,42.38,159.37,24.73,79.11,45.22,175.83,39.44,26.62,4.4,26.15,11.28,50.79,11.39,13.35
9/28/2010,53.82,54.53,74.63,134.89,19.51,52.79,66.78,12.52,73.15,286.86,16.44,42.41,159.7,24.68,80.64,45.47,176.67,40.18,26.67,4.54,26.14,11.44,50.29,11.59,13.24
9/29/2010,53.35,53.54,74.45,135.48,19.24,53.1,66.75,12.33,73,287.37,16.36,42.26,158.99,24.5,79.93,45.5,176.03,40.37,26.4,4.44,25.8,11.61,50.1,11.59,13.19
9/30/2010,53.52,53.44,74.51,134.14,19.2,52.93,66.44,12.24,71.58,283.75,16.25,41.75,157.06,24.49,80.14,45.04,172,40.83,26.47,4.53,25.55,10.59,50.14,11.64,13.07
10/1/2010,53.36,53.47,74.92,135.64,19.32,52.94,67,12.26,71.8,282.52,16.36,41.37,153.71,24.38,80.25,45.05,174.5,40.76,26.69,4.42,25.94,10.01,49.86,12.01,12.94
10/4/2010,53.57,53.42,74.95,135.25,18.87,52.67,66.87,12.84,70.79,278.64,16.1,41,155.39,23.91,79.88,44.84,172.96,40.25,26.32,4.33,25.69,9.94,49.92,11.51,12.82
10/5/2010,54,54.24,75.82,137.66,19.15,54.33,67.76,13.01,72.03,288.94,16.51,41.31,160.87,24.35,81.3,45.11,178.98,40.88,27.5,4.39,26.25,10.14,50,11.83,13.02
10/6/2010,54.56,54.07,75.56,137.84,19.31,54.29,68.11,13.24,71.19,289.19,16.9,41.38,155.4,24.43,81.31,44.45,174.82,40.82,27.02,4.31,26.1,9.97,49.09,11.78,12.94
10/7/2010,54.36,54.32,75.86,138.72,19.4,53.47,66.1,13.32,71.15,289.22,17.05,41.51,156.27,24.53,80.99,44.59,177.01,41.19,27.69,4.33,26.07,9.72,48.13,11.77,12.88
10/8/2010,54.41,54.2,76.1,138.85,19.52,53.86,65.75,13.66,71.07,294.07,17.12,41.82,155.55,24.57,82.04,46.22,176.56,41.09,27.94,4.35,26.07,10.09,48.29,11.4,13.04
10/11/2010,54.61,54.85,75.59,139.66,19.56,53.58,65.52,13.78,70.87,295.36,16.96,41.82,153.03,24.59,81.98,45.92,178.6,40.86,27.77,4.53,25.99,10.06,48.16,11.24,12.86
10/12/2010,53.92,54.74,75.58,139.85,19.77,53.12,66.08,13.78,70.05,298.54,17.19,42.08,156.48,24.83,81.89,46.4,180.91,40.73,27.7,4.53,27.14,10.39,48.35,11.42,12.99
10/13/2010,53.82,54.42,75.75,140.37,19.24,53.49,66.4,13.64,70.3,300.14,17.28,42.24,155.17,25.34,82.02,46.79,180.98,41.03,27.41,4.49,27.26,10.53,48.65,11.58,12.97
10/14/2010,53.25,54.07,77.04,141.5,19.32,53.35,66.64,13.91,72.37,302.31,17.16,42.54,155.53,25.23,81.77,46.28,181.27,40.98,27.65,4.78,27.43,10.12,48.7,11.45,12.86
10/15/2010,53.35,54.33,77.48,141.06,19.32,53.7,66.68,13.8,71.51,314.74,16.3,42.35,164.64,25.54,82,45.62,181.87,42.15,27.8,4.9,27.54,10,48.06,11.38,12.95
10/18/2010,53.76,54.04,77.32,142.83,19.19,53.98,66.5,13.88,72.58,318,16.25,42.47,163.56,25.82,81.66,46.23,183.69,42.53,27.72,4.77,27.35,10.3,48.07,11.51,13.02
10/19/2010,53.32,53.5,76.99,138.03,19.21,53.6,65.41,13.32,71.35,309.49,16.07,42.24,158.67,25.1,80.73,44.88,181.86,42.03,27.14,4.68,27.08,10.02,47.99,11.7,12.69
10/20/2010,53.47,54.18,77.41,139.07,19.64,54.49,64.97,13.64,71.69,310.53,16.05,41.84,158.67,25.31,81.24,45.31,180.75,42.28,27.46,4.73,27.45,10.43,48.21,12.97,13.16
10/21/2010,54.03,54.21,78.44,139.83,19.76,53.5,65.18,13.81,71.62,309.52,16.1,41.71,164.97,25.42,82.11,45.41,179.25,42.36,27.07,4.71,27.29,10.46,48.3,13.53,13.62
10/22/2010,54.06,53.87,78.55,139.67,19.84,53.46,65.01,13.95,71.7,307.47,16.06,41.66,169.13,25.38,81.92,47.07,205.77,42.74,29.2,4.89,28.49,10.66,48.03,13.18,13.47
10/25/2010,53.95,53.76,78.7,139.84,19.87,53.75,65.05,14.15,71.36,308.84,16.06,41.38,169,25.19,82.05,47.91,205.65,43.08,29.38,4.77,28.39,11.14,48.06,13.47,13.54
10/26/2010,54.56,53.14,78.76,140.67,20.04,54.46,64.79,14.36,70.87,308.05,16.16,41.29,169.95,25.9,81.82,47.98,212.86,42.92,29.28,4.69,28.53,11.39,48.3,13.33,13.57
10/27/2010,53.87,52.73,77.48,141.43,20.19,53.49,64.27,14.23,70.91,307.83,16.11,41.5,167.51,26.05,81.03,46.8,212.3,42.86,28.81,4.61,28.26,11.4,47.81,13.78,13.76
10/28/2010,54.08,52.36,77.48,140.9,20.47,53.91,65.01,14.22,71.13,305.24,16.08,41.05,166.84,26.28,81.11,46.96,210.42,42.9,28.77,4.64,28.23,11.37,46.93,13.88,13.76
10/29/2010,54.17,51.94,77.77,143.6,20.05,53.32,65.3,14.13,70.82,300.98,16.02,41.46,165.23,26.67,81.44,46.68,210.21,42.98,29.12,4.6,28.56,11.32,46.4,13.89,13.76
11/1/2010,54.31,53.48,77.88,143.32,20.57,53.44,65.55,14.23,69.63,304.18,15.95,41.38,162.58,26.95,81.1,46.5,211.08,42.17,29.12,4.75,28.81,11.27,45.78,13.72,13.87
11/2/2010,54.79,53.95,78.4,143.84,20.34,55.27,65.8,14.43,70.23,309.36,15.94,41.45,164.61,27.39,81.75,46.8,215.21,42.63,29.18,4.72,28.88,11.35,47.11,13.85,14.08
11/3/2010,54.91,53.97,78.5,144.17,20.48,54.95,65.2,15.18,70.71,312.8,16.06,39.34,168.47,27.03,81.83,46.43,219.32,42.75,29.38,4.75,29.1,11.31,47.55,14.19,14.11
11/4/2010,55.36,54.76,79.18,146.79,20.97,55.34,65.35,15.86,72.73,318.27,16.51,39.65,168.93,27.14,83.41,48.49,222.86,43.68,29.87,4.9,29.75,11.99,47.88,14.18,14.24
11/5/2010,55.2,55.15,79.3,146.92,21.24,55.7,65.08,16.21,72.64,317.13,16.73,39.75,170.77,26.85,84.11,50.26,230.56,44.75,29.8,5.01,30.87,12.29,48.13,14.26,14.19
11/8/2010,54.91,54.9,79.31,146.46,21.23,56.26,65.11,16.41,73.74,318.62,16.71,39.46,171.99,26.81,83.61,51.76,229.9,44.83,29.8,4.86,30.63,12.24,47.82,14.09,14.26
11/9/2010,55.05,54.46,79.1,146.14,21.16,55.42,65.3,16.07,73.1,316.08,16.62,39.27,170.27,26.95,83.2,51.26,227.34,44.15,28.96,4.77,30.17,12.16,47.43,13.86,13.93
11/10/2010,54.51,54.58,79.5,146.55,21.04,56.71,65.25,16.63,75,318.03,16.55,39.53,173.33,26.94,83.88,51.85,236.55,44.48,29.42,4.92,30.47,12.51,47.65,13.54,13.69
11/11/2010,54.34,54.3,79.7,145.43,21.21,55.95,64.9,16.61,75.25,316.65,16.35,39.43,170.37,26.68,83.67,51.97,237.76,44.4,29.87,5.04,30.74,12.5,46.95,13.54,13.69
11/12/2010,54.13,54.19,78.85,143.74,21.53,56.04,64.64,16.3,75.51,308.03,16.25,39.75,165.68,26.27,82.62,50.55,234.02,43.59,29.41,4.97,30.19,12.02,46.34,13.46,13.56
11/15/2010,53.95,54.16,79.07,143.64,21.3,57.65,64.42,17,75.66,307.04,16.2,39.94,158.9,26.2,81.8,49.71,230.37,43.19,29.42,4.78,30.79,11.83,46.32,13.2,13.51
11/16/2010,54.26,53.79,77.42,142.24,21.07,58.24,64.04,16.51,74.93,301.59,15.86,39.66,157.78,25.81,80.51,50,225.09,42.76,28.99,4.59,29.84,11.74,45.83,13.15,13.3
11/17/2010,53.77,55.62,78.37,141.95,21.08,57.85,63.94,16.68,75.85,300.5,15.81,39.63,158.35,25.57,81.39,50.91,230.96,42.87,29.97,4.69,29.99,11.79,46.22,13.21,13.31
11/18/2010,53.98,55.32,79.02,144.36,21.02,58.28,64.77,16.12,77.29,308.43,16.04,39.53,164.17,25.84,82.47,51.96,227.64,43.08,29.98,4.65,30.58,12.04,46.64,13.77,13.56
11/19/2010,54.39,56.31,79.64,145.05,21.14,58,64.71,16.28,78.47,306.73,16.22,39.3,164.82,25.69,85.81,54.25,232.27,43.54,30.25,4.75,30.76,12.3,46.66,13.76,13.57
11/22/2010,54.38,55.77,79.52,145.39,21.25,58.62,64.7,16.2,78.47,313.36,16.03,39.3,170.39,25.73,85.92,54.99,242.92,44.86,31.5,4.72,30.87,12.1,46.43,13.76,13.64
11/23/2010,53.67,55.24,79.01,143.18,21.09,58.02,63.89,15.7,77.43,308.73,15.76,39.17,168.2,25.12,85.26,55.52,243.9,44.17,31.41,4.69,30.4,11.94,46.02,13.71,13.42
11/24/2010,54.01,57.25,79.48,145.81,21.39,58,64.33,15.95,78.93,314.8,15.94,39.4,177.25,25.37,86.53,56.58,250.19,44.81,31.99,4.92,31.48,12.32,46.51,14.33,13.75
11/26/2010,53.74,56.85,78.54,143.9,21.34,58.05,63.9,16.1,78.36,315,15.8,39.5,177.2,25.25,85.96,56.5,255.65,44.75,31.96,4.89,31.14,12.23,45.88,14.23,13.53
11/29/2010,53.85,56.33,78.26,142.89,21.33,58.89,64.01,16.06,78.25,316.87,15.97,39.65,179.49,25.31,85.16,56.03,257.01,43.41,31.87,4.82,30.79,12.26,45.76,14.15,13.55
11/30/2010,54.09,56.94,78.3,141.46,21.16,58.5,64.63,15.94,77.69,311.15,15.83,39.74,175.4,25.26,86.13,57.73,258.49,42.72,31.87,4.77,30.6,12.26,45.92,13.68,13.32
12/1/2010,54.7,58.02,79.29,144.41,21.48,58.47,65.63,16.46,79.58,316.4,16.3,39.91,176.55,26.04,87.64,57.9,258.82,42.44,32.19,4.84,31.7,12.64,46.6,13.88,13.42
12/2/2010,54.75,59.65,79.38,145.18,21.7,58.17,65.2,16.78,79.02,318.15,16.68,40.4,176.53,26.89,87.83,58.09,250.96,43.56,32.7,4.77,32.76,12.96,47.12,13.51,13.28
12/3/2010,54.62,59.12,79.76,145.38,21.69,59.13,65.17,16.8,79.05,317.44,16.78,40.74,175.68,27.02,87.53,59.03,235.95,42.83,32.62,4.86,32.72,13.21,47.13,13.63,13.2
12/6/2010,54.49,59.23,79.58,144.99,21.7,58.52,64.73,16.65,79.14,320.15,16.7,41.14,178.05,26.84,87.73,59.55,241.06,42.59,32.76,4.89,32.72,13.34,47.39,13.48,13.01
12/7/2010,55.09,59.09,80.34,144.02,21.58,58.92,64.68,16.56,78.67,318.21,17.03,41.4,176.77,26.87,87.19,58.72,241.54,41.59,33.56,4.86,32.78,13.31,47.89,13.12,12.95
12/8/2010,54.49,59.13,78.74,144.98,21.82,58.96,64.63,16.69,78.36,321.01,17.04,41.2,176.29,27.23,87.32,58.69,236.17,41.64,33.34,4.8,32.58,13.61,48.14,13.1,12.82
12/9/2010,54.34,59.41,77.61,144.3,21.81,58.45,64.72,16.76,77.97,319.76,17.13,41.6,174.85,27.08,87.47,59.01,235.63,42,33.38,4.75,32.4,13.78,47.78,13.31,12.85
12/10/2010,54.28,58.95,77.56,144.82,21.91,58.78,64.9,16.73,77.26,320.56,17.72,41.72,175.62,27.34,87.8,60.01,238.22,41.8,33.32,4.89,32.59,13.92,47.91,13.02,12.9
12/13/2010,54.21,58.79,77.11,144.28,21.5,58.35,65.53,16.47,77.98,321.67,17.62,41.42,174.25,27.25,89.23,59.71,226.11,41.7,32.55,4.77,31.99,13.69,47.85,13.08,12.84
12/14/2010,54.45,59.08,77.11,145.82,21.47,58.01,65.59,16.42,78.04,320.29,17.69,41.4,173.94,27.62,89.28,56.75,227.9,35.52,31.53,4.78,32.11,13.64,47.58,13.07,12.88
12/15/2010,54.23,58.78,76.98,144.72,21.28,56.89,65.24,16.55,78.14,320.36,17.49,41.58,175.57,27.85,88.58,54.78,226.79,34.5,31.24,4.69,31.87,13.9,47.27,12.64,12.6
12/16/2010,54.63,59.06,76.71,144.55,21.3,58.07,65.75,16.77,78.3,321.25,17.77,42.09,178.04,27.99,89.23,56.11,234.77,34.6,31.95,4.63,32.59,14.22,47.07,12.57,12.64
12/17/2010,54.41,58.52,76.81,145,21.46,57.84,65.97,16.8,77.48,320.61,17.7,42.99,177.58,27.9,90.05,57.28,238.02,34.27,32.2,4.72,32.79,14.26,47.03,12.46,12.93
12/20/2010,53.77,58.6,76.92,144.51,21.23,57.68,66.31,16.85,77.23,322.21,17.7,42.97,183.29,27.81,90.27,57.23,236.1,33.97,32.02,4.65,32.93,14.31,46.94,12.53,12.94
12/21/2010,53.65,59.7,76.86,145.74,21.1,57.66,65.4,16.99,78.01,324.2,17.9,42.96,184.75,28.07,92.3,57.4,234.36,33.46,32.11,4.66,32.86,14.55,47.01,12.65,13.1
12/22/2010,53.31,60.03,77.01,145.95,20.89,57.15,65.68,16.99,77.69,325.16,18.06,42.97,184.76,28.19,86.95,54.49,231.78,33.52,31.53,4.65,32.93,14.37,47.4,12.43,13.09
12/23/2010,53.6,60.26,76.96,145.89,20.84,56.86,65.69,16.78,77.66,323.6,18.04,42.97,182.59,28.3,86.05,54.85,228.29,34.35,31.1,4.68,32.63,14.23,47.47,12.23,12.94
12/27/2010,53.57,60.05,76.43,145.34,20.84,57.31,65.42,16.87,77.9,324.68,18.19,42.9,182.14,28.07,85.83,54.5,222.73,34.22,31.19,4.62,32.47,14.23,47.43,12.45,12.99
12/28/2010,53.74,59.91,76.43,145.71,20.88,56.95,65.28,16.73,78.25,325.47,18.32,42.94,181.09,28.01,86.33,53.47,220.04,34.05,30.9,4.59,32.39,14.13,47.31,12.48,13.08
12/29/2010,54.08,59.89,76.99,146.52,20.94,56.57,65.33,16.74,79.1,325.29,18.27,42.8,183.37,27.97,85.27,54.6,221.06,34.29,31.01,4.62,32.51,14.25,47.35,12.66,13.06
12/30/2010,54.07,59.95,76.76,146.67,21.02,56.12,65.12,16.69,78.35,323.66,18.19,42.86,182.75,27.85,85.76,55.14,217.77,34.3,30.99,4.65,32.41,14.31,47.37,12.49,12.97
12/31/2010,53.93,60.13,76.76,146.76,21.03,55.58,65.33,16.79,78.63,322.56,18.29,42.51,180,27.91,85.42,54.84,212.66,34.29,30.66,4.62,32.13,14.49,47.26,12.6,12.98
